,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,Id
3268,9.953136,0.4085779,0.32669654,1.3210813,0.090336084,5.684661,77.32535,0.9960468,3.40885,0.7376442,11.476466,4.8426332,709.5486
3269,6.943294,0.39939675,0.45646974,1.6345646,0.11402237,6.750022,33.807327,0.9964459,3.3658352,0.79511184,9.58381,6.3251348,663.47217
3270,6.5821805,0.35739872,0.45825043,2.6091516,0.10355765,25.524122,13.927969,0.99491876,3.1649866,0.49374878,10.292159,5.960996,1007.672
3271,9.843695,0.45394424,0.43938085,3.4346375,0.10559449,25.917772,25.511595,0.9965631,3.2554784,0.538476,10.726513,6.2863903,654.31854
3272,7.2817707,0.5168406,0.37613794,1.2463156,0.12326412,22.23397,28.605295,0.9951394,3.2039344,0.617401,10.253469,5.5724816,841.1461
3273,6.664467,0.5411345,0.4440302,3.697782,0.108038835,23.170248,15.684179,0.99801385,3.4508913,0.67334795,9.982618,5.305622,849.8027
3274,9.470961,0.7008398,0.15328743,3.6180608,0.050711706,22.370543,77.33992,0.9973854,3.4563568,0.7914441,10.679743,4.8433957,521.3973
3275,7.7676835,0.45750886,0.4509515,1.7224265,0.10762729,12.155075,18.481314,0.99478495,3.2465322,0.6645538,11.463922,5.056045,394.4949
3276,9.929535,0.68509007,0.21702254,1.2188064,0.12984169,23.54885,77.69944,0.9948675,3.365716,0.8010759,11.453827,4.8393264,1224.5242
3277,9.148224,0.5887441,0.3940285,2.048678,0.061422016,19.459827,27.54319,0.995861,3.1703696,0.5456441,11.467926,5.061522,736.0429
3278,7.026811,0.44939038,0.36418575,3.813305,0.08256013,18.144089,23.720385,0.99820215,3.434542,0.5597705,10.928729,4.9141073,1214.0779
3279,6.7162476,0.4092917,0.13635285,2.0246859,0.12580192,25.676083,76.0973,0.9985108,3.2473514,0.7757944,9.4423275,4.844908,1196.9875
3280,6.8817,0.54075044,0.4605732,3.816375,0.08198058,5.7582464,14.016176,0.99854296,3.1988502,0.4900797,10.983132,6.3399076,1231.9117
3281,8.971774,0.38743207,0.24015543,1.2426428,0.10712962,17.410412,19.026014,0.997242,3.328742,0.55139005,10.359309,5.4272313,1276.6744
3282,9.601956,0.6435472,0.39499813,1.2319367,0.098875076,5.7679453,65.031586,0.99644405,3.4629824,0.74776405,10.247801,5.16212,1088.6382
3283,6.617521,0.35806358,0.36563838,2.1351707,0.11063207,10.857826,14.382416,0.9985647,3.3957171,0.61957765,9.385855,6.1722393,1274.5255
3284,7.089764,0.3595021,0.4528225,1.7196325,0.107399486,8.951018,14.445667,0.9972792,3.4550903,0.5180845,9.9419775,6.403433,1254.4879
3285,6.601103,0.3899548,0.4151057,1.3960708,0.049889117,5.483452,14.371124,0.99594593,3.3324785,0.547606,9.393154,6.0432677,1238.9678
3286,8.869948,0.4137593,0.3808569,1.4264783,0.12467989,23.430193,41.919388,0.99577856,3.4338512,0.68376964,10.841851,4.972308,390.9521
3287,6.7250447,0.37953356,0.43143606,3.6233115,0.100412264,25.854845,16.752924,0.9985917,3.4451215,0.527732,9.403559,6.3634644,1262.051
3288,6.5905457,0.61648643,0.44358975,3.6697347,0.101558015,25.24203,18.792414,0.9982383,3.177591,0.5226504,10.688731,4.9784427,1183.6198
3289,9.321854,0.65381664,0.07112074,1.9075989,0.12300064,16.289673,77.66253,0.9983173,3.4667711,0.8136608,10.31339,5.166376,382.9723
3290,9.770317,0.53432053,0.23965897,1.5311364,0.11954071,19.08092,77.729996,0.99526316,3.4142783,0.8152851,10.044392,4.8645334,475.11862
3291,6.8588114,0.3594891,0.36322367,1.9899081,0.101165295,25.506077,29.311201,0.99853665,3.244039,0.5868185,9.432524,5.2264433,1248.2578
3292,9.498213,0.4674986,0.43694243,1.3234861,0.058733717,7.9162364,74.82243,0.99611604,3.4535625,0.81070113,10.602988,4.8547177,522.41254
3293,7.234226,0.35804495,0.44006723,1.5149522,0.124759845,25.870012,37.55669,0.99820346,3.4640183,0.63184875,10.401284,5.4590187,1245.0414
3294,7.0131564,0.36579114,0.45709625,3.8078525,0.12472271,14.836245,14.886948,0.9985026,3.4128854,0.49898434,10.78698,5.956012,1271.5017
3295,7.4486923,0.4908588,0.45823464,3.393946,0.048097175,24.070543,18.935644,0.9968347,3.3319426,0.5114275,10.236833,5.330772,1181.0624
3296,7.778307,0.36216453,0.45869803,2.977534,0.11847619,24.268436,16.269482,0.99774814,3.4121356,0.49406815,10.342519,6.1555777,1076.0947
3297,6.876907,0.5449236,0.41537067,2.224659,0.06981404,25.488075,26.645702,0.9978623,3.285697,0.73045564,9.536351,4.995953,1223.1329
3298,6.6572824,0.41928568,0.43262675,2.822093,0.12719363,22.089928,48.922417,0.9957778,3.3840396,0.65277076,11.159902,5.2249823,1171.7529
3299,6.7136755,0.3817332,0.45068303,3.8171647,0.07214609,24.390362,16.391432,0.9985938,3.2025926,0.5024549,9.374678,5.044043,1274.1694
3300,6.5794683,0.58209854,0.20106925,2.017249,0.120152615,25.755514,16.463434,0.997798,3.2166986,0.65584624,11.220851,5.8304753,841.10205
3301,8.443216,0.36084667,0.4590217,3.461418,0.06529895,22.502539,27.153948,0.9985794,3.4669116,0.7542669,9.531233,5.4381785,1269.9791
3302,7.610255,0.4229748,0.43038407,1.2909086,0.09896367,25.273514,15.952055,0.9948228,3.1622639,0.6025985,11.501634,4.88186,917.75684
3303,9.715125,0.64288217,0.17688966,1.2377455,0.12802875,11.757021,34.25715,0.995031,3.3429718,0.6444575,11.244293,5.8740425,384.36484
3304,6.6287484,0.62532526,0.35865417,3.118969,0.11691863,17.012836,16.337816,0.9985629,3.3160696,0.7763374,9.406705,5.3310633,1179.0671
3305,9.593483,0.6520209,0.084957734,1.2489293,0.06571432,25.258595,77.184265,0.99814135,3.3532112,0.8002449,10.374722,4.903545,703.24347
3306,8.693902,0.3523351,0.45986035,3.3111007,0.12918805,25.931915,31.541561,0.99855256,3.4254313,0.6399634,10.300479,5.990279,1172.2556
3307,7.286883,0.6738685,0.09023239,1.443299,0.12786216,25.669004,77.05984,0.99547863,3.2552555,0.8188009,11.291319,4.84928,1030.5383
3308,8.576178,0.61543506,0.1679119,1.7393789,0.1181741,25.921839,53.835266,0.99481124,3.162642,0.7001137,11.512211,4.8393726,368.85367
3309,6.709661,0.603699,0.09144616,1.5967656,0.12882766,22.26086,65.82241,0.9973882,3.4337595,0.8040341,9.369579,5.7163925,744.02625
3310,6.598205,0.36164632,0.46019468,3.8093774,0.117474906,25.380903,14.080694,0.9985864,3.2155292,0.49613723,9.42938,6.360555,1235.559
3311,6.5941567,0.35388353,0.41963297,3.6678452,0.11645773,11.021965,14.604027,0.9985399,3.4657543,0.5971814,9.372884,6.453038,1274.0154
3312,9.686617,0.46641657,0.10715711,1.4956104,0.08226906,25.906275,74.930954,0.99853593,3.4586382,0.81960297,9.410921,4.877927,994.69495
3313,9.491742,0.6162245,0.1604483,1.2256389,0.112678796,25.572174,74.254616,0.9954135,3.3124118,0.8141429,11.210114,4.840157,1043.6859
3314,6.7232113,0.53595215,0.37776408,3.7770584,0.057419263,5.5451717,42.577057,0.998592,3.4661226,0.5045552,9.531252,6.4167595,1258.839
3315,8.649947,0.64760476,0.17081788,3.7128186,0.08066394,25.835852,74.65019,0.99856985,3.4666922,0.64571565,9.3894005,5.130491,1260.9823
3316,6.779523,0.6246455,0.45956025,3.631286,0.11217313,25.313038,14.349291,0.9962773,3.2109742,0.4981598,10.468895,5.419555,1059.4319
3317,6.8717813,0.56673604,0.3772348,3.579068,0.07820578,25.875057,23.802109,0.99823236,3.2052877,0.65792364,10.006679,5.4499063,907.4174
3318,7.3050485,0.4705124,0.45288646,3.4073231,0.059712693,13.667764,19.608526,0.995734,3.2197747,0.5362474,11.142656,5.130771,1159.0293
3319,6.6492095,0.36854646,0.46017033,3.5542605,0.114337705,23.971884,13.944681,0.9956842,3.350587,0.49742955,10.351934,6.4226527,555.24695
3320,6.855476,0.5038534,0.45484605,3.1727047,0.12651874,20.337305,27.198227,0.9983792,3.3927367,0.6411489,9.619934,5.4412723,1236.1907
3321,9.203341,0.36367404,0.4005366,1.2411432,0.11505076,24.179087,41.983704,0.99491185,3.32326,0.7094061,11.493025,4.934544,373.75986
3322,6.5755486,0.67790765,0.45403752,3.3751414,0.08069073,20.944422,41.13209,0.9979193,3.229253,0.626002,11.240834,4.929068,1087.5063
3323,8.181899,0.51418394,0.09623879,1.2279426,0.12743714,25.777462,77.60442,0.9982662,3.4655883,0.7865799,9.412894,4.8965654,1267.451
3324,6.7778273,0.66753024,0.20572892,1.244737,0.1279023,11.984499,65.70114,0.9978921,3.4109738,0.6971806,9.566153,5.7554545,1155.5352
3325,9.867992,0.4433103,0.3538976,1.7904161,0.051594447,10.004394,66.271484,0.9983757,3.4617329,0.8165833,9.4859295,4.9930673,1180.2313
3326,7.6970854,0.6447924,0.12224658,1.4394952,0.13226993,14.185387,64.088615,0.99507654,3.3097582,0.7601285,10.016511,5.9775753,463.89868
3327,6.7101874,0.43463096,0.43750143,1.6871936,0.12480823,13.237117,26.280361,0.9960819,3.4561572,0.5290524,9.593434,5.662324,1145.2098
3328,6.7123246,0.4786624,0.1582228,2.9131405,0.12916796,25.63038,29.534382,0.9983326,3.2728107,0.7402813,9.892682,5.851222,1249.3402
3329,6.566346,0.40584746,0.45837092,2.4379296,0.120709725,25.1119,13.926876,0.9948653,3.1975057,0.49216354,11.262497,6.4248757,593.5373
3330,6.5942025,0.3522835,0.08432557,1.2720399,0.11201157,5.5109386,63.059933,0.99844635,3.4670115,0.7950706,9.36528,5.3050694,1217.985
3331,8.9614525,0.6978264,0.22950332,2.1468945,0.05929392,10.145676,52.798428,0.9956015,3.1899211,0.7527724,11.02365,5.6741076,562.68164
3332,7.438246,0.5998948,0.40137634,2.9178536,0.07377576,9.179863,37.828926,0.9978628,3.2537098,0.5536935,11.032448,4.8561816,1217.5287
3333,7.7266107,0.65256774,0.2060219,2.772416,0.12268985,24.297218,57.42267,0.9950774,3.330657,0.7510819,11.485258,4.887656,567.7651
3334,6.625101,0.55374926,0.22342718,3.7671978,0.09902284,6.2934237,60.234966,0.99801075,3.4155457,0.56540763,10.291464,6.0153785,1032.3676
3335,6.7653146,0.35533643,0.4482108,3.7179322,0.07332427,11.615802,63.370003,0.9985958,3.4660115,0.58443326,9.371652,5.5655303,1264.3121
3336,8.176992,0.70061237,0.2961414,3.4188738,0.12706143,24.69499,57.366413,0.99523324,3.446401,0.7173218,11.3513975,5.016585,681.01917
3337,6.746718,0.6285988,0.43979973,1.265013,0.08325074,8.073012,56.173885,0.99701625,3.302574,0.6426462,11.408047,4.8962913,1270.417
3338,6.5885143,0.40213856,0.4536821,3.7291186,0.06296356,25.637346,25.956081,0.9985809,3.4353392,0.62774014,9.461604,5.2215295,1268.582
3339,7.2178283,0.6377557,0.44440162,1.5001677,0.125992,25.91273,27.931095,0.99477714,3.1753788,0.60737944,11.504647,4.8456235,359.80405
3340,8.681602,0.68881875,0.1102598,1.4091402,0.13172524,25.832766,66.35401,0.9951799,3.3827076,0.76629287,11.417736,4.9123726,476.77634
3341,6.563689,0.38873264,0.45995083,3.611398,0.113761134,7.495467,15.080629,0.9985946,3.4669473,0.57799214,9.365091,6.4510937,1276.2588
3342,7.7557893,0.6238822,0.4404751,2.219806,0.102354355,14.433884,17.263552,0.9948408,3.1664762,0.52580845,10.020967,5.1211677,980.9765
3343,9.787257,0.6882641,0.10968378,1.3206776,0.11915944,24.788446,77.428856,0.9955218,3.2192569,0.81617254,11.482774,4.850158,562.8581
3344,7.089459,0.70381165,0.4583395,2.1612678,0.039740246,12.115765,53.275043,0.9982151,3.3916554,0.73305696,10.853461,4.8582234,1277.2773
3345,9.944548,0.70922834,0.0715719,1.2199514,0.0946283,16.47625,77.75051,0.99716955,3.3902023,0.817131,10.822171,4.8509283,1197.4324
3346,6.6813364,0.42487192,0.43775028,1.4299756,0.13174693,24.65369,14.080673,0.9947793,3.165551,0.53837997,11.405374,5.256649,409.48346
3347,7.8932,0.60309064,0.45992836,2.6544242,0.07217442,8.028709,17.532846,0.9955298,3.2738607,0.5594858,11.226855,5.5656734,840.8892
3348,6.604467,0.36245587,0.45986274,3.6111085,0.1298136,23.29861,13.932953,0.99752045,3.4622774,0.49356797,9.430947,6.4480352,1066.8942
3349,6.5970025,0.3581158,0.43666816,3.0568736,0.11714097,9.494635,15.797573,0.99837196,3.4165995,0.5414522,9.574327,6.337338,1277.2975
3350,6.8004265,0.6351465,0.34473842,1.5087258,0.119345345,24.39364,15.945868,0.9952056,3.218837,0.5042772,10.831862,5.333059,1219.679
3351,9.023176,0.69545346,0.1070503,1.7437016,0.12825805,25.890326,77.32908,0.99657345,3.4022326,0.8027358,11.312257,4.8470545,1224.4359
3352,6.601717,0.35987923,0.45861816,1.9742091,0.12434405,25.573814,16.833572,0.99729294,3.3376236,0.51107335,10.6352415,5.8029003,828.10376
3353,9.755269,0.62812877,0.11501394,1.3510845,0.12690026,24.890293,74.95075,0.9948923,3.3593285,0.74416304,11.119856,4.9067063,356.5013
3354,7.333247,0.35388464,0.45963407,3.81823,0.052308295,5.6481752,17.0607,0.9985959,3.4670153,0.5197355,9.370409,6.3215723,1279.9802
3355,7.2265635,0.36361045,0.43053058,1.5215906,0.11170728,6.193143,16.703012,0.99585164,3.1939588,0.5829986,10.350783,5.6053386,564.7989
3356,8.731825,0.40836516,0.25205082,2.9255848,0.09848711,13.419149,74.85929,0.9981776,3.466647,0.8157976,9.381983,4.90866,728.21954
3357,9.772624,0.67397153,0.10537481,1.2170278,0.13237964,25.037817,67.46623,0.99492687,3.1700037,0.569509,11.08058,4.8867755,1045.5712
3358,6.77033,0.4386689,0.154583,2.0889053,0.12940256,24.973228,74.06815,0.9954453,3.2049448,0.77625644,10.144718,4.861729,876.73975
3359,7.8604865,0.3570735,0.4276404,2.4813552,0.13030496,25.023256,17.043451,0.9981115,3.3641627,0.5298036,9.914613,6.096952,872.1583
3360,6.575728,0.36040524,0.45972353,3.4917953,0.12603286,23.357552,14.103548,0.9982004,3.252522,0.5068734,11.202836,6.23329,1125.0454
3361,7.4724274,0.38429117,0.43247265,1.904249,0.1315842,25.936817,18.229345,0.99528265,3.1619117,0.6867839,11.484999,4.9201508,442.87952
3362,7.128335,0.36939943,0.13448009,1.6113127,0.1250775,25.806805,73.68204,0.9974859,3.3112423,0.7709949,9.368928,4.9737654,900.75726
3363,7.290046,0.35314488,0.4032789,1.2372346,0.133082,6.203417,17.355541,0.99737394,3.4597182,0.52509516,9.506277,6.4545894,723.5537
3364,8.127329,0.6268494,0.3235378,2.2073734,0.06288311,19.523245,67.49822,0.9979,3.163946,0.6223407,10.796208,5.0794744,1074.899
3365,6.795647,0.66189396,0.25028348,2.8327978,0.08542546,21.387405,32.14071,0.9974119,3.1897554,0.8114274,9.545622,5.22314,775.0765
3366,7.495158,0.65186286,0.3588569,2.8782656,0.12930204,21.067036,27.539509,0.99526906,3.182522,0.63089913,11.360403,5.111323,1163.404
3367,9.564173,0.5242791,0.3917407,2.251197,0.06843667,23.783684,77.372475,0.9980809,3.339593,0.640675,11.291709,4.8685255,1261.7897
3368,6.7309647,0.5809969,0.42999583,2.5961375,0.10554927,7.2128086,17.697372,0.9956448,3.164853,0.5523232,10.7519245,5.1549187,1248.4203
3369,9.9310465,0.69973737,0.08800201,1.2462118,0.040969174,5.479842,77.74333,0.99556863,3.460812,0.8209414,9.412975,4.840474,831.3615
3370,9.292896,0.6982116,0.09269412,1.690538,0.13337307,24.641315,65.55807,0.994803,3.1623282,0.7778175,11.37573,4.8550854,435.5765
3371,7.4297404,0.6164799,0.42179832,3.4641836,0.07593068,7.3641577,13.9339485,0.9950737,3.219575,0.5018218,11.151068,6.3258705,497.48972
3372,6.789431,0.572026,0.36026633,3.7177048,0.124314375,22.924307,47.464455,0.99724495,3.4540696,0.764201,10.108664,6.0564632,890.34973
3373,6.9037204,0.5114402,0.10628806,3.5253165,0.05742037,21.80909,49.309124,0.9985375,3.4011717,0.7752117,9.458438,4.945211,1261.9315
3374,9.835842,0.7027641,0.34352112,3.3596716,0.11808564,25.35692,57.04872,0.99538255,3.196574,0.7996902,11.491787,5.035285,874.7128
3375,7.4480705,0.36328292,0.45559946,1.4120296,0.07767181,5.4807787,13.9626465,0.99654984,3.4653494,0.5043764,10.976308,6.4533887,1274.8059
3376,6.6444407,0.5493755,0.3648417,2.2649446,0.12597898,25.332867,16.986826,0.99553174,3.2690232,0.55955267,11.43669,5.2361007,968.9336
3377,6.9825196,0.6641861,0.36594355,3.3480136,0.083497226,14.676753,73.19424,0.99802595,3.324063,0.5713019,11.051559,5.460842,1148.5792
3378,6.6248384,0.48866045,0.32029024,3.124371,0.123443045,25.930567,27.537426,0.99604064,3.4030764,0.7597082,9.574114,5.7935696,1113.9033
3379,8.93628,0.4188101,0.13898467,2.7045128,0.12291035,11.658787,76.394226,0.99639887,3.210418,0.7343011,9.560164,4.929812,696.63776
3380,7.3003435,0.35703877,0.44522822,3.1744704,0.11447614,13.547959,14.266985,0.99519145,3.3057797,0.5003786,11.333053,6.38524,536.6774
3381,7.950314,0.452866,0.19249105,1.2199076,0.13285889,21.041332,77.41396,0.9947757,3.25097,0.58548206,11.417555,4.860122,622.5339
3382,6.6010437,0.4320183,0.4582459,3.8039536,0.108005285,6.262494,14.884214,0.99859446,3.464922,0.5756185,9.988342,6.339635,1280.039
3383,7.424964,0.68971264,0.2663945,3.2809696,0.11701687,25.47319,72.92112,0.99849373,3.4639645,0.7742745,9.932213,5.036952,857.1988
3384,6.62826,0.69178873,0.4589101,3.6624055,0.08620618,23.352806,35.99558,0.99846685,3.1873217,0.520989,11.501131,5.1530056,1101.7286
3385,6.6058183,0.35659906,0.4567313,3.4251018,0.10713707,6.649328,19.463005,0.9980799,3.4581754,0.5158557,9.456211,5.660678,1220.1063
3386,6.8548136,0.66821134,0.08891572,2.7328954,0.13168837,25.865326,63.438347,0.99493223,3.1899216,0.74544823,11.216543,4.9853697,522.4235
3387,6.568403,0.36215815,0.3142892,3.420871,0.12682033,13.315611,14.825151,0.99493146,3.2070632,0.49138,10.375931,5.7101884,525.16876
3388,6.6477075,0.4017731,0.44776845,3.6791742,0.12737837,10.039413,14.966034,0.99625045,3.246057,0.50016415,10.163361,6.3283134,941.58386
3389,8.437698,0.6675867,0.10612324,3.7908144,0.13119508,25.510195,77.25453,0.9984401,3.2413242,0.75359875,10.20994,4.918581,536.5826
3390,6.701284,0.44706097,0.4130324,3.5530202,0.123162486,15.406419,14.824167,0.9968809,3.2988544,0.6195503,10.338916,6.0322003,606.9924
3391,7.2575326,0.3590766,0.45106736,3.806013,0.110848665,18.881403,14.125206,0.99805695,3.2767797,0.5271539,10.019059,5.7612085,1264.8329
3392,7.3026733,0.7022769,0.24604863,1.6283486,0.05871415,7.797673,44.003242,0.9980384,3.4055681,0.8197685,9.794701,4.919433,1212.4421
3393,7.969956,0.67681134,0.39632052,2.8297105,0.13080591,6.6906548,49.261513,0.9983206,3.46514,0.7444575,9.488278,6.42382,406.5017
3394,7.417735,0.51111877,0.26375312,1.8997737,0.1114221,25.137709,62.35346,0.9961661,3.1742415,0.7044736,11.380191,5.131027,620.27234
3395,6.7834153,0.3521682,0.4571335,1.92743,0.11487674,20.480297,13.935997,0.99815905,3.309412,0.49768463,10.259919,6.321522,1273.2285
3396,7.8312078,0.68746996,0.3671151,3.2142193,0.07717651,25.864853,72.79513,0.9957898,3.431353,0.7996689,10.225995,4.961018,537.2958
3397,8.778695,0.48541594,0.45789796,3.787241,0.09117662,14.404667,24.034103,0.9980579,3.2956583,0.660771,10.272375,6.4451184,907.8941
3398,6.597705,0.35994232,0.4590518,3.1523528,0.12935211,25.850004,13.9628105,0.99497664,3.2837892,0.49946153,9.606359,6.308093,567.288
3399,6.5774345,0.36775094,0.45917636,3.8236468,0.09386823,18.775787,13.931412,0.9985749,3.3925273,0.49848896,9.404708,6.472263,1255.094
3400,8.962712,0.49421433,0.4065849,2.8427007,0.118013725,12.371971,72.82244,0.99697834,3.434138,0.612477,11.464621,5.143702,795.3514
3401,8.030058,0.39942658,0.38272226,2.4540963,0.12596297,20.243921,76.675644,0.9980354,3.4533374,0.8131561,9.681977,4.9482927,680.7254
3402,9.355452,0.6341754,0.10173608,2.0365858,0.092195444,22.232687,76.292915,0.99774116,3.459489,0.80989414,9.787915,5.456893,798.60297
3403,9.947898,0.4543719,0.10661474,1.2142988,0.08334016,25.866026,77.55489,0.9948019,3.1662247,0.7559559,11.343998,4.8379693,361.5302
3404,8.885164,0.46559015,0.21957418,3.0416517,0.12862435,24.921812,49.490314,0.99514276,3.3052478,0.80408025,11.298812,4.9224195,388.86563
3405,6.8563247,0.64740306,0.24841402,1.7040213,0.121046595,23.892746,51.25568,0.9970382,3.3333151,0.60802233,11.124685,4.856695,1177.8542
3406,9.19711,0.6598063,0.4555718,1.4172066,0.039707538,8.041553,74.353966,0.99854904,3.4583435,0.6704737,9.892271,4.8476334,1178.0057
3407,6.9849477,0.45811048,0.43944794,2.2953324,0.0824146,25.56956,14.079054,0.9970954,3.1816142,0.55341417,11.210601,5.8034487,1263.2682
3408,7.559242,0.39824334,0.36747438,3.1998792,0.04838539,9.316239,68.92997,0.99858177,3.4585803,0.7924798,9.467085,5.3334384,1154.4086
3409,6.5885367,0.42991212,0.43934232,3.627503,0.0868779,8.910116,41.08643,0.99858665,3.4501574,0.7832619,9.4357815,6.148903,1251.2092
3410,6.6426735,0.46990007,0.39800337,3.3527293,0.12306896,14.9198475,19.64293,0.9977091,3.2641418,0.5850601,9.730906,5.00488,1264.8568
3411,7.19942,0.4510984,0.4442629,1.796237,0.09174491,15.439998,15.202896,0.9953599,3.2796304,0.53030646,11.45115,6.015715,817.9127
3412,6.5705724,0.35315362,0.4322445,3.7805762,0.12512572,5.717289,17.162966,0.99858135,3.4660776,0.53902256,9.450434,6.352166,1220.833
3413,7.181314,0.44921482,0.43884817,3.7357275,0.10663538,12.199737,42.250683,0.9985935,3.4604352,0.55923057,9.4291115,6.463876,1223.8024
3414,6.8085403,0.47057357,0.44494542,3.1893885,0.08320545,11.212064,31.197144,0.99855894,3.449632,0.5642257,9.439166,6.254508,1234.3915
3415,6.5732636,0.4698333,0.45829263,3.8127513,0.08757288,23.943302,14.9972,0.99859583,3.3770103,0.52194446,9.866031,5.5635824,1279.8512
3416,6.793714,0.5522939,0.45086744,1.5596642,0.1085406,7.4534826,16.805265,0.9978469,3.383522,0.5019213,11.274586,5.3539176,1251.787
3417,9.276545,0.65385956,0.07206635,3.1446576,0.107885696,13.078855,76.84942,0.99842703,3.44247,0.75375175,9.535413,4.930374,711.07745
3418,9.368006,0.4551757,0.3649342,3.72203,0.11316526,25.770187,45.449898,0.99613243,3.2130911,0.57872635,11.21341,5.1409764,860.3504
3419,6.655133,0.37710163,0.4532486,3.148858,0.13209325,25.280466,14.2504635,0.9967237,3.1889033,0.5452191,11.345763,6.0743937,552.6546
3420,8.10059,0.35209432,0.44936007,2.7607293,0.12439282,8.642163,13.939129,0.99856067,3.4602702,0.4920877,9.562442,6.472966,1241.6758
3421,7.98807,0.35940585,0.4573942,1.4609097,0.12577493,14.7824135,16.072165,0.99484205,3.3821263,0.50406486,9.964434,6.224636,972.7646
3422,7.617299,0.35287377,0.45907718,3.6169012,0.12924936,5.7733297,15.034958,0.99845475,3.3985608,0.5056469,9.833461,6.463164,1089.9014
3423,6.606348,0.3536858,0.4584202,2.2031276,0.08891167,5.531309,13.93705,0.9969264,3.276389,0.49736443,10.0075655,6.4705634,1256.6818
3424,6.8112493,0.651055,0.454629,2.9803634,0.07068528,20.010126,14.395508,0.9985678,3.162668,0.51845354,11.414605,5.5762167,1276.1407
3425,8.649729,0.55038184,0.11967377,3.4005704,0.04272562,25.806114,71.312645,0.998577,3.3775768,0.7569451,9.367019,4.85155,1273.6068
3426,9.400984,0.3731057,0.07455987,1.2191261,0.13040547,5.657632,77.61696,0.9983346,3.4659119,0.8207384,9.532041,4.9596715,483.61957
3427,7.8403482,0.5173013,0.45075706,1.3134525,0.12534277,22.917072,31.042215,0.9952088,3.3797483,0.73972243,11.475062,4.842016,956.8708
3428,6.622589,0.44252983,0.4240624,3.684021,0.112795785,21.7188,14.165134,0.9975029,3.4642649,0.60949636,10.641799,5.250943,1011.307
3429,7.6243744,0.4657656,0.09001818,1.80799,0.12986924,23.740719,59.698364,0.99495995,3.1616068,0.63360935,11.122267,4.84979,573.284
3430,8.008618,0.64844954,0.43909028,2.0357,0.12594736,22.819807,24.993912,0.99490196,3.164148,0.510505,11.5128355,4.9085956,508.0542
3431,9.476347,0.50365865,0.3684374,1.2948143,0.10701617,25.44788,75.95232,0.99632746,3.4176192,0.7696073,9.438613,4.8379164,1061.8073
3432,9.708615,0.6740717,0.08850339,1.2160602,0.12445388,25.223274,77.69427,0.9948166,3.1856718,0.80432665,11.40067,4.8402557,536.2208
3433,6.843324,0.43995014,0.3086506,2.8733034,0.13237092,10.280582,19.895252,0.9958739,3.4424474,0.71330506,10.473437,5.823399,809.15924
3434,6.9224405,0.3755355,0.45957643,3.7455378,0.04071375,5.575059,17.596329,0.99859595,3.466925,0.5465538,9.403277,6.4541793,1280.1421
3435,7.311813,0.35212258,0.46042117,3.8013196,0.11857971,5.652342,14.1017475,0.99858695,3.4668841,0.4908142,9.415029,6.474344,1259.9908
3436,8.37453,0.54107505,0.16411446,1.3623278,0.11602992,21.588024,73.20373,0.99489844,3.2688181,0.77315634,11.329383,5.0599756,531.2283
3437,7.5817595,0.51890326,0.10574822,1.2278442,0.09440102,25.526674,75.66641,0.9977118,3.4038706,0.7761902,9.410487,4.8448596,953.0394
3438,9.225903,0.46204546,0.22490996,1.4442587,0.09260674,8.486809,17.171438,0.9949049,3.2987332,0.5247325,11.5067835,5.051502,890.5419
3439,7.203414,0.6535189,0.37900838,3.776072,0.096876174,7.026038,49.95377,0.9985931,3.43536,0.60707885,9.821033,5.317307,1183.027
3440,6.9121404,0.57088184,0.45069513,1.5689918,0.09237301,25.588083,47.504486,0.9957569,3.3126812,0.66379905,10.904555,4.889462,748.7057
3441,8.505859,0.4947558,0.4186952,2.9472442,0.058685623,16.284039,33.41537,0.99857146,3.1834128,0.71504223,10.419825,4.906592,1270.4393
3442,6.696992,0.35295025,0.45883772,1.7992558,0.12783234,19.437428,15.463987,0.99532104,3.3435066,0.49697247,9.44773,6.319752,1108.9077
3443,6.826309,0.35981536,0.4570438,2.6510906,0.09506698,25.01534,21.488049,0.9971247,3.4101868,0.6436459,9.419554,5.175267,1128.4254
3444,8.542221,0.4045089,0.11316635,1.2150674,0.13153708,25.774733,16.558298,0.99478346,3.164944,0.578993,11.359013,5.7350965,1005.65125
3445,7.4900646,0.50991654,0.09538822,3.0007315,0.12784216,25.633015,55.21173,0.9960103,3.1780329,0.64792705,11.401062,4.9962134,592.8052
3446,6.8184676,0.3552087,0.41937536,3.5668445,0.12569563,15.130364,42.331635,0.997859,3.457957,0.59421563,9.376692,6.186767,405.34067
3447,6.702918,0.61086816,0.4573791,3.302839,0.05116566,21.233023,67.07345,0.9975804,3.399979,0.7786595,9.623065,4.909192,1178.7018
3448,6.8287883,0.61993647,0.29595375,3.004148,0.05218466,8.720297,21.440271,0.99833065,3.2190373,0.7904159,9.393255,6.024001,1257.6462
3449,9.8023,0.409549,0.19604772,1.7577949,0.12548594,25.915054,77.685776,0.9959727,3.2897089,0.6575738,11.50356,4.849751,1220.7639
3450,6.5760846,0.6711033,0.45376918,3.7873304,0.07056692,25.349329,22.601183,0.99582297,3.1715682,0.6648355,10.525557,4.8535595,932.8466
